Customer ID,Region Code,Year,Revenue
10099,R-NORTH,2018,8455.35
10099,R-NORTH,2019,9729.2
10099,R-NORTH,2020,8468.48
10099,R-NORTH,2021,9037.23
10099,R-NORTH,2022,9910.56
10099,R-NORTH,2023,10509.2
10099,R-NORTH,2024,10619.44
10099,R-NORTH,2025,6993.65
10100,R-WEST,2018,5534.45
10100,R-WEST,2019,6160.92
10100,R-WEST,2020,5326.88
10100,R-WEST,2021,6512.17
10100,R-WEST,2022,6208.61
10100,R-WEST,2023,5837.91
10100,R-WEST,2024,5912.25
10100,R-WEST,2025,3476.6
10101,R-WEST,2018,4759.21
10101,R-WEST,2019,5926.16
10101,R-WEST,2020,4986.24
10101,R-WEST,2021,5480.56
10101,R-WEST,2022,4760.93
10101,R-WEST,2023,5249.01
10101,R-WEST,2024,5429.94
10101,R-WEST,2025,3119.97
10102,R-EAST,2018,6215.52
10102,R-EAST,2019,5759.56
10102,R-EAST,2020,6055.89
10102,R-EAST,2021,5978.01
10102,R-EAST,2022,5801.59
10102,R-EAST,2023,5638.74
10102,R-EAST,2024,5456.38
10102,R-EAST,2025,3584.58
10103,R-NORTH,2018,5917.67
10103,R-NORTH,2019,6678.83
10103,R-NORTH,2020,7439.64
10103,R-NORTH,2021,8891.06
10103,R-NORTH,2022,9630.44
10103,R-NORTH,2023,9845.06
10103,R-NORTH,2024,9395.07
10103,R-NORTH,2025,6385.29
10104,R-WEST,2018,12860.86
10104,R-WEST,2019,12349.0
10104,R-WEST,2020,12135.95
10104,R-WEST,2021,12262.17
10104,R-WEST,2022,11010.79
10104,R-WEST,2023,11673.73
10104,R-WEST,2024,10554.13
10104,R-WEST,2025,5945.22
10105,R-EAST,2018,5184.28
10105,R-EAST,2019,4227.55
10105,R-EAST,2020,4530.1
10105,R-EAST,2021,5246.53
10105,R-EAST,2022,5707.04
10105,R-EAST,2023,5937.55
10105,R-EAST,2024,5462.95
10105,R-EAST,2025,3451.64
10106,R-EAST,2018,7694.82
10106,R-EAST,2019,10452.06
10106,R-EAST,2020,9548.27
10106,R-EAST,2021,8908.28
10106,R-EAST,2022,8846.71
10106,R-EAST,2023,8328.44
10106,R-EAST,2024,7694.52
10106,R-EAST,2025,5174.04
10107,R-SOUTH,2018,6135.27
10107,R-SOUTH,2019,7283.84
10107,R-SOUTH,2020,6530.54
10107,R-SOUTH,2021,8018.38
10107,R-SOUTH,2022,8892.68
10107,R-SOUTH,2023,9448.41
10107,R-SOUTH,2024,9710.32
10107,R-SOUTH,2025,5245.6
10108,R-NORTH,2018,7528.71
10108,R-NORTH,2019,7270.58
10108,R-NORTH,2020,8019.7
10108,R-NORTH,2021,8689.54
10108,R-NORTH,2022,8012.37
10108,R-NORTH,2023,8943.27
10108,R-NORTH,2024,9503.1
10108,R-NORTH,2025,5875.78
10109,R-NORTH,2018,12217.01
10109,R-NORTH,2019,15681.98
10109,R-NORTH,2020,15468.01
10109,R-NORTH,2021,16567.42
10109,R-NORTH,2022,18901.5
10109,R-NORTH,2023,22052.22
10109,R-NORTH,2024,23104.11
10109,R-NORTH,2025,11433.19
